word,df,idf,nidn
adapt,4,2.079,0020125401
pulau,5,2.627,0020096609
kecil,4,2.809,0020096609
model,9,2.116,0020096609
kawasan,4,2.809,0020096609
konservasi,3,3.033,0020096609
bas,5,2.627,0020096609
ikan,46,0.569,0020096609
tangkap,19,1.423,0020096609
kabupaten,17,1.528,0020096609
nelayan,9,2.116,0020096609
manfaat,3,3.033,0020096609
lanjut,6,2.473,0020096609
skala,3,3.033,0020096609
laut,6,2.473,0020096609
fishing,5,2.627,0020096609
hasil,4,2.809,0020096609
jawa,7,2.339,0020096609
barat,3,3.033,0020096609
status,4,2.809,0020096609
tengah,3,3.033,0020096609
dasar,4,2.809,0020096609
potensi,4,2.809,0020096609
pangkep,5,2.627,0020096609
udang,4,2.809,0020096609
sumber,6,2.473,0020096609
daya,5,2.627,0020096609
fish,7,2.339,0020096609
case,3,3.033,0020096609
regenc,5,2.627,0020096609
east,4,2.809,0020096609
tuna,13,1.78,0020096609
indonesia,15,1.646,0020096609
studi,5,2.627,0020096609
selatan,3,3.033,0020096609
kembang,5,2.627,0020096609
usaha,4,2.809,0020096609
pancing,3,3.033,0020096609
tonda,3,3.033,0020096609
labuh,6,2.473,0020096609
timur,3,3.033,0020096609
strategi,5,2.627,0020096609
samudera,4,2.809,0020096609
jakarta,5,2.627,0020096609
development,3,3.033,0020096609
teknologi,3,3.033,0020096609
selamat,3,3.033,0020096609
kerja,8,2.222,0020096609
fisheries,4,2.809,0020096609
island,4,2.809,0020096609
regency,3,3.033,0020096609
air,12,1.854,0020096609
guna,4,2.809,0020096609
rumpon,3,3.033,0020096609
area,5,2.627,0020096609
cakalang,3,3.033,0020096609
fisheri,10,2.021,0020096609
manag,3,3.033,0020096609
java,3,3.033,0020096609
provinc,3,3.033,0020096609
kelola,12,1.854,0020096609
provinsi,4,2.809,0020096609
skipjack,3,3.033,0020096609
pola,5,2.627,0020096609
musim,3,3.033,0020096609
daerah,3,3.033,0020096609
rajungan,3,3.033,0020096609
portunus,3,3.033,0020096609
pelagicus,3,3.033,0020096609
and,5,2.627,0020096609
crab,3,3.033,0020096609
kapal,3,3.033,0020096609
dki,3,3.033,0020096609
water,3,3.033,0020096609
sulawesi,4,2.809,0020096609
dekat,3,3.033,0020096609
sumberdaya,3,3.033,0020096609
bangun,3,3.033,0020096609
bagan,3,3.033,0020096609
lampu,3,3.033,0020096609
wilayah,3,3.033,0020096609
develop,4,2.809,0020096609
gillnet,4,2.809,0020096609
barsela,4,2.809,0020096609
aceh,6,2.473,0020096609
kub,3,3.033,0020096609
bahasa,11,0.811,0020126103
kembang,3,1.91,0020126103
school,3,1.91,0020126103
ajar,9,0.993,0020126103
sekolah,5,1.504,0020126103
dasar,5,1.504,0020126103
analisis,4,1.686,0020126103
teknik,3,1.91,0020126103
inggris,6,1.35,0020126103
pengaruh,5,1.504,0020126103
media,9,0.993,0020126103
siswa,8,1.099,0020126103
kelas,8,1.099,0020126103
mampu,4,1.686,0020126103
gambar,3,1.91,0020126103
terampil,7,1.216,0020126103
tulis,12,0.731,0020126103
guna,5,1.504,0020126103
deskripsi,3,1.91,0020126103
karang,4,1.686,0020126103
tingkat,3,1.91,0020126103
pati,4,2.721,0017117105
garut,3,2.944,0017117105
modifikasi,4,2.721,0017117105
asam,6,2.385,0017117105
produk,6,2.385,0017117105
milk,3,2.944,0017117105
structur,3,2.944,0017117105
characterist,5,2.539,0017117105
properti,3,2.944,0017117105
resist,4,2.721,0017117105
starch,8,2.134,0017117105
effect,4,2.721,0017117105
kualitas,3,2.944,0017117105
minyak,3,2.944,0017117105
guna,3,2.944,0017117105
ftir,3,2.944,0017117105
metode,4,2.721,0017117105
buah,6,2.385,0017117105
myristica,3,2.944,0017117105
panas,3,2.944,0017117105
hydrolysi,3,2.944,0017117105
treatment,6,2.385,0017117105
produc,3,2.944,0017117105
type,3,2.944,0017117105
hasil,7,2.251,0017117105
character,5,2.539,0017117105
extract,11,1.846,0017117105
acid,4,2.721,0017117105
karakteristik,6,2.385,0017117105
sifat,3,2.944,0017117105
fisikokimia,3,2.944,0017117105
leav,3,2.944,0017117105
profil,6,2.385,0017117105
nutmeg,3,2.944,0017117105
oil,6,2.385,0017117105
indonesia,4,2.721,0017117105
staphylococcu,3,2.944,0017117105
aureu,3,2.944,0017117105
crude,4,2.721,0017117105
content,4,2.721,0017117105
vitro,3,2.944,0017117105
protein,3,2.944,0017117105
averrhoa,3,2.944,0017117105
bilimbi,3,2.944,0017117105
fermentasi,4,2.721,0017117105
activ,7,2.251,0017117105
bacteria,3,2.944,0017117105
select,3,2.944,0017117105
ferment,3,2.944,0017117105
tepung,5,2.539,0017117105
differ,4,2.721,0017117105
clitoria,3,2.944,0017117105
ternatea,3,2.944,0017117105
heat,5,2.539,0017117105
moistur,3,2.944,0017117105
daluga,4,2.721,0017117105
rice,4,2.721,0017117105
nigella,3,2.944,0017117105
sativa,3,2.944,0017117105
tiga,3,2.944,0017117105
tinggi,3,2.944,0017117105
aktivitas,3,2.944,0017117105
antioksidan,4,2.721,0017117105
ekstrak,3,2.944,0017117105
antioxid,4,2.721,0017117105
ethanol,3,2.944,0017117105
compound,3,2.944,0017117105
chemic,3,2.944,0017117105
method,3,2.944,0017117105
beda,4,2.721,0017117105
chang,3,2.944,0017117105
use,11,0.882,0010018006
algorithm,3,1.981,0010018006
base,3,1.981,0010018006
learn,4,1.758,0010018006
utara,3,1.981,0010018006
model,3,1.981,0010018006
identif,3,1.981,0010018006
system,4,1.758,0010018006
augment,3,1.981,0010018006
interact,3,1.981,0010018006
coat,7,0.223,0015017802
plasma,3,0.916,0015017802
spray,8,0.105,0015017802
thermal,6,0.357,0015017802
silicon,4,0.693,0015017802
carbid,4,0.693,0015017802
tingkat,3,2.757,0009127608
citra,3,2.757,0009127608
sidik,3,2.757,0009127608
jari,3,2.757,0009127608
differ,3,2.757,0009127608
perfus,8,1.946,0009127608
summari,4,2.534,0009127608
map,6,2.197,0009127608
patient,7,2.064,0009127608
acut,8,1.946,0009127608
ischem,8,1.946,0009127608
stroke,8,1.946,0009127608
gener,3,2.757,0009127608
design,5,2.351,0009127608
system,14,1.435,0009127608
head,4,2.534,0009127608
movement,7,2.064,0009127608
brain,5,2.351,0009127608
automat,5,2.351,0009127608
dataset,3,2.757,0009127608
analysi,7,2.064,0009127608
detect,3,2.757,0009127608
meter,3,2.757,0009127608
simul,3,2.757,0009127608
data,5,2.351,0009127608
imag,9,1.841,0009127608
base,8,1.946,0009127608
water,5,2.351,0009127608
motion,3,2.757,0009127608
applic,6,2.197,0009127608
monitor,11,1.658,0009127608
smart,5,2.351,0009127608
citi,3,2.757,0009127608
anatomi,3,2.757,0009127608
learn,7,2.064,0009127608
use,27,0.811,0009127608
control,5,2.351,0009127608
process,3,2.757,0009127608
wireless,3,2.757,0009127608
sensor,5,2.351,0009127608
network,7,2.064,0009127608
plant,3,2.757,0009127608
method,7,2.064,0009127608
palm,4,2.534,0009127608
oil,4,2.534,0009127608
android,3,2.757,0009127608
energi,3,2.757,0009127608
power,4,2.534,0009127608
vector,3,2.757,0009127608
model,3,2.757,0009127608
classif,3,2.757,0009127608
analisa,22,1.195,0019036707
kerja,5,2.539,0019036707
biaya,7,2.251,0019036707
tetap,11,1.846,0019036707
harga,11,1.846,0019036707
unit,7,2.251,0019036707
rumah,9,2.028,0019036707
analisis,7,2.251,0019036707
investasi,6,2.385,0019036707
proyek,6,2.385,0019036707
apartemen,6,2.385,0019036707
surabaya,18,1.386,0019036707
model,9,2.028,0019036707
success,8,2.134,0019036707
collabor,7,2.251,0019036707
design,11,1.846,0019036707
toward,5,2.539,0019036707
sustain,4,2.721,0019036707
develop,8,2.134,0019036707
partnership,3,2.944,0019036707
tourism,3,2.944,0019036707
infrastructur,5,2.539,0019036707
kolaborasi,4,2.721,0019036707
desain,5,2.539,0019036707
green,4,2.721,0019036707
gedung,3,2.944,0019036707
highest,11,1.846,0019036707
and,8,2.134,0019036707
best,11,1.846,0019036707
use,14,1.623,0019036707
lahan,15,1.558,0019036707
kosong,3,2.944,0019036707
pokok,6,2.385,0019036707
jual,6,2.385,0019036707
tower,3,2.944,0019036707
dasar,4,2.721,0019036707
alokasi,3,2.944,0019036707
pengaruh,3,2.944,0019036707
jalan,4,2.721,0019036707
nilai,5,2.539,0019036707
valuebas,5,2.539,0019036707
group,3,2.944,0019036707
decis,11,1.846,0019036707
valu,4,2.721,0019036707
manag,6,2.385,0019036707
knowledg,5,2.539,0019036707
select,4,2.721,0019036707
influenc,3,2.944,0019036707
effect,3,2.944,0019036707
faktor,3,2.944,0019036707
guna,8,2.134,0019036707
tinggi,4,2.721,0019036707
baik,4,2.721,0019036707
tingkat,3,2.944,0019036707
kawasan,3,2.944,0019036707
value,3,2.944,0019036707
concept,3,2.944,0019036707
urban,6,2.385,0019036707
properti,3,2.944,0019036707
land,6,2.385,0019036707
area,3,2.944,0019036707
pasar,5,2.539,0019036707
build,4,2.721,0019036707
product,5,2.539,0019036707
market,6,2.385,0019036707
kembang,4,2.721,0019036707
produktivitas,5,2.539,0019036707
maksimum,3,2.944,0019036707
kota,5,2.539,0019036707
timur,3,2.944,0019036707
metode,3,2.944,0019036707
hbu,4,2.721,0019036707
system,3,2.944,0019036707
tradit,3,2.944,0019036707
highris,3,2.944,0019036707
residenti,3,2.944,0019036707
pasien,5,1.576,0015067506
sakit,3,1.981,0015067506
mortal,3,1.981,0015067506
critic,4,1.758,0015067506
patient,11,0.882,0015067506
therapi,4,1.758,0015067506
earli,4,1.758,0015067506
effect,3,1.981,0015067506
carbapenemnonsuscept,3,1.981,0015067506
intens,5,1.576,0015067506
unit,5,1.576,0015067506
jakarta,3,1.981,0015067506
indonesia,3,1.981,0015067506
java,5,1.969,0026096304
yogyakarta,4,2.152,0026096304
tanam,6,1.815,0026096304
daerah,3,2.375,0026096304
sakit,4,2.152,0026096304
tahan,4,2.152,0026096304
tungro,6,1.815,0026096304
padi,8,1.564,0026096304
pengaruh,4,2.152,0026096304
tumbuh,4,2.152,0026096304
effect,5,1.969,0026096304
virus,4,2.152,0026096304
ostrinia,3,2.375,0026096304
furnacalis,3,2.375,0026096304
lepidoptera,3,2.375,0026096304
crambidae,3,2.375,0026096304
jagung,3,2.375,0026096304
residu,3,2.375,0026096304
rice,8,1.564,0026096304
ecosystem,4,2.152,0026096304
pest,3,2.375,0026096304
indonesia,4,2.152,0026096304
resist,4,2.152,0026096304
brown,4,2.152,0026096304
planthopp,4,2.152,0026096304
nilaparvata,4,2.152,0026096304
parasitoid,4,2.152,0026096304
lugen,3,2.375,0026096304
servic,3,2.375,0026096304
develop,3,1.558,0013067811
tropic,3,1.558,0013067811
studi,6,0.999,0013067811
west,4,1.335,0013067811
discharg,3,1.558,0013067811
chang,4,1.335,0013067811
climat,3,1.558,0013067811
river,7,0.865,0013067811
basin,6,0.999,0013067811
indonesia,4,1.335,0013067811
upper,4,1.335,0013067811
citarum,4,1.335,0013067811
effect,3,1.558,0013067811
use,4,1.335,0013067811
water,3,1.558,0013067811
flood,5,1.153,0013067811
jawa,3,1.705,0023106002
sunda,5,1.299,0023106002
seni,6,1.145,0023106002
studi,5,1.299,0023106002
pangandaran,3,1.705,0023106002
budaya,4,1.482,0023106002
ajar,3,1.705,0023106002
latih,3,1.705,0023106002
analysi,4,1.482,0023106002
jumlah,3,1.179,0009068302
pengaruh,9,0.262,0009068302
kadar,3,1.179,0009068302
cedera,5,0.773,0009068302
asam,7,0.486,0009068302
klorogenat,7,0.486,0009068302
ginjal,7,0.486,0009068302
ekspresi,7,0.486,0009068302
mrna,7,0.486,0009068302
mencit,7,0.486,0009068302
periode,4,0.956,0009068302
kronis,4,0.956,0009068302
iskemik,3,1.179,0009068302
reperfusi,3,1.179,0009068302
fibrosis,4,0.956,0009068302
beri,3,1.179,0009068302
swiss,3,1.179,0009068302
webster,3,1.179,0009068302
model,3,1.179,0009068302
unilateral,3,1.179,0009068302
ureteral,3,1.179,0009068302
landscap,7,0.486,0008067504
studi,4,0.956,0008067504
magelang,4,0.956,0008067504
central,3,1.179,0008067504
cultur,6,0.619,0008067504
saujana,4,0.956,0008067504
heritag,3,1.179,0008067504
kota,3,1.012,0003096309
villag,3,1.012,0003096309
effect,19,1.194,0027036505
ethanol,7,2.11,0027036505
extract,22,1.054,0027036505
activ,8,1.992,0027036505
capac,3,2.803,0027036505
potenti,3,2.803,0027036505
studi,3,2.803,0027036505
use,3,2.803,0027036505
aktivitas,5,2.398,0027036505
sel,9,1.887,0027036505
mencit,4,2.58,0027036505
uji,3,2.803,0027036505
senyawa,3,2.803,0027036505
cell,13,1.551,0027036505
line,5,2.398,0027036505
agent,3,2.803,0027036505
apoptosi,3,2.803,0027036505
inhibitor,4,2.58,0027036505
growth,4,2.58,0027036505
factor,4,2.58,0027036505
tumor,5,2.398,0027036505
express,16,1.356,0027036505
ovarian,5,2.398,0027036505
improv,4,2.58,0027036505
breast,3,2.803,0027036505
carcinoma,4,2.58,0027036505
core,3,2.803,0027036505
simul,3,2.803,0027036505
inhibit,5,2.398,0027036505
ino,4,2.58,0027036505
cox2,4,2.58,0027036505
βcatenin,3,2.803,0027036505
colorect,7,2.11,0027036505
mouse,16,1.356,0027036505
induc,7,2.11,0027036505
dextran,11,1.705,0027036505
sodium,11,1.705,0027036505
sulfat,6,2.244,0027036505
cytotox,4,2.58,0027036505
analogu,3,2.803,0027036505
antimycin,4,2.58,0027036505
cancer,10,1.792,0027036505
ekstrak,3,2.803,0027036505
linn,3,2.803,0027036505
vitro,3,2.803,0027036505
sulfateinduc,5,2.398,0027036505
dock,4,2.58,0027036505
colon,13,1.551,0027036505
hct116,5,2.398,0027036505
ekspresi,3,2.803,0027036505
induksi,3,2.803,0027036505
combin,3,2.803,0027036505
infect,3,2.803,0027036505
antiinflammatori,3,2.803,0027036505
mahkota,4,2.58,0027036505
dewa,4,2.58,0027036505
phaleria,8,1.992,0027036505
silico,3,2.803,0027036505
lunasin,3,2.803,0027036505
indonesian,3,2.803,0027036505
soybean,5,2.398,0027036505
macrocarpa,7,2.11,0027036505
leaf,5,2.398,0027036505
chitosan,3,2.803,0027036505
nanoparticl,4,2.58,0027036505
nitric,3,2.803,0027036505
oxid,3,2.803,0027036505
synthas,3,2.803,0027036505
bark,3,2.803,0027036505
senyawa,10,0.821,0003056601
sifat,4,1.609,0003056601
daun,4,1.609,0003056601
antibakteri,3,1.833,0003056601
kulit,7,1.139,0003056601
batang,7,1.139,0003056601
lansium,3,1.833,0003056601
domesticum,3,1.833,0003056601
triterpenoid,6,1.273,0003056601
seed,3,1.833,0003056601
bark,8,1.022,0003056601
meliacea,5,1.427,0003056601
steroid,3,1.833,0003056601
tumbuh,5,1.427,0003056601
aktivitas,4,1.609,0003056601
compound,3,1.833,0003056601
aglaia,7,1.139,0003056601
eximia,4,1.609,0003056601
dysoxylum,4,1.609,0003056601
mcf7,3,1.833,0003056601
ekstrak,3,1.833,0003056601
cytotox,3,1.833,0003056601
p388,3,1.833,0003056601
murin,3,1.833,0003056601
leukemia,3,1.833,0003056601
cell,3,1.833,0003056601
structur,10,1.92,0022017502
dwt,7,2.238,0022017502
bulk,3,2.931,0022017502
carrier,4,2.708,0022017502
modular,4,2.708,0022017502
pontoon,4,2.708,0022017502
support,3,2.931,0022017502
system,6,2.372,0022017502
desain,6,2.372,0022017502
struktur,12,1.753,0022017502
analisa,31,0.852,0022017502
karakteristik,4,2.708,0022017502
kuat,20,1.273,0022017502
hull,7,2.238,0022017502
element,4,2.708,0022017502
muat,5,2.526,0022017502
kapal,35,0.734,0022017502
tanker,4,2.708,0022017502
tipe,5,2.526,0022017502
air,11,1.833,0022017502
studi,18,1.373,0022017502
ikan,3,2.931,0022017502
gading,4,2.708,0022017502
ruang,4,2.708,0022017502
akibat,5,2.526,0022017502
tambah,3,2.931,0022017502
deck,4,2.708,0022017502
landing,3,2.931,0022017502
tank,3,2.931,0022017502
metode,13,1.678,0022017502
elemen,10,1.92,0022017502
hingga,10,1.92,0022017502
investig,4,2.708,0022017502
paramet,3,2.931,0022017502
lifeboat,4,2.708,0022017502
use,5,2.526,0022017502
analysi,6,2.372,0022017502
banding,5,2.526,0022017502
form,4,2.708,0022017502
fpso,3,2.931,0022017502
bentuk,6,2.372,0022017502
lepas,6,2.372,0022017502
pantai,7,2.238,0022017502
utara,5,2.526,0022017502
natunaindonesia,3,2.931,0022017502
guna,15,1.545,0022017502
material,3,2.931,0022017502
ancang,4,2.708,0022017502
konstruksi,13,1.678,0022017502
lambung,3,2.931,0022017502
pengaruh,7,2.238,0022017502
variasi,11,1.833,0022017502
bottom,4,2.708,0022017502
floating,5,2.526,0022017502
develop,3,2.931,0022017502
method,4,2.708,0022017502
ship,8,2.12,0022017502
collis,6,2.372,0022017502
supply,3,2.931,0022017502
natuna,3,2.931,0022017502
simul,3,2.931,0022017502
hambat,4,2.708,0022017502
respon,3,2.931,0022017502
fluid,4,2.708,0022017502
roro,5,2.526,0022017502
side,3,2.931,0022017502
impact,3,2.931,0022017502
scenario,3,2.931,0022017502
glass,3,2.931,0022017502
ubah,4,2.708,0022017502
north,3,2.931,0022017502
atlantic,3,2.931,0022017502
ocean,4,2.708,0022017502
indonesian,3,2.931,0022017502
waterways,3,2.931,0022017502
sudut,4,2.708,0022017502
rintis,3,2.931,0022017502
foil,3,2.931,0022017502
boat,3,2.931,0022017502
sandwich,4,2.708,0022017502
plate,5,2.526,0022017502
sps,3,2.931,0022017502
computational,3,2.931,0022017502
dynamic,3,2.931,0022017502
analysi,4,1.887,0022115605
analisis,4,1.887,0022115605
tingkat,4,1.887,0022115605
ass,3,2.11,0022115605
safeti,4,1.887,0022115605
ferri,3,2.11,0022115605
model,6,1.551,0022115605
fuzzi,3,2.11,0022115605
approach,3,2.11,0022115605
shiphandl,3,2.11,0022115605
determin,3,2.11,0022115605
optim,3,2.11,0022115605
indonesia,7,1.417,0022115605
transport,3,2.11,0022115605
identifikasi,3,2.11,0022115605
bandar,3,2.11,0022115605
udara,3,2.11,0022115605
studi,3,2.11,0022115605
prefer,3,2.11,0022115605
jalan,4,1.887,0022115605
celaka,3,2.11,0022115605
jakarta,4,1.887,0022115605
econom,6,1.145,0002048305
evalu,5,1.299,0002048305
vaccin,6,1.145,0002048305
middleincom,3,1.705,0002048305
countri,3,1.705,0002048305
indonesia,5,1.299,0002048305
analysi,3,1.705,0002048305
cancer,3,1.705,0002048305
patient,5,1.299,0002048305
analisis,4,1.482,0002048305
biaya,3,1.705,0002048305
pasien,4,1.482,0002048305
tahun,3,1.705,0002048305
2015,3,1.705,0002048305
costeffect,4,1.482,0002048305
hospit,3,1.705,0002048305
bandung,3,1.705,0002048305
analisis,3,0.56,0424088203
indonesia,3,0.56,0424088203
ganggu,3,2.375,0008055203
sehat,3,2.375,0008055203
indonesian,8,1.564,0008055203
health,7,1.682,0008055203
relat,3,2.375,0008055203
qualiti,3,2.375,0008055203
elderli,3,2.375,0008055203
woman,3,2.375,0008055203
associ,3,2.375,0008055203
mental,5,1.969,0008055203
factor,5,1.969,0008055203
among,3,2.375,0008055203
indonesia,6,1.815,0008055203
modul,3,2.375,0008055203
patient,6,1.815,0008055203
effect,4,2.152,0008055203
hivaid,3,2.375,0008055203
guna,3,2.375,0008055203
jakarta,4,2.152,0008055203
valid,3,2.375,0008055203
stress,3,2.375,0008055203
screen,3,2.375,0008055203
questionnair,3,2.375,0008055203
pengaruh,4,2.152,0008055203
studi,4,2.152,0008055203
agama,4,2.695,0303047403
perspektif,3,2.918,0303047403
islam,7,2.225,0303047403
kaji,3,2.918,0303047403
improv,4,2.695,0303047403
student,9,2.001,0303047403
abil,3,2.918,0303047403
use,3,2.918,0303047403
pengaruh,3,2.918,0303047403
uji,3,2.918,0303047403
camat,3,2.918,0303047403
graph,8,2.107,0303047403
domin,3,2.918,0303047403
number,4,2.695,0303047403
jakarta,3,2.918,0303047403
indonesia,5,2.512,0303047403
analysi,5,2.512,0303047403
patient,3,2.918,0303047403
usaha,3,2.918,0303047403
tenggarong,3,2.918,0303047403
metode,3,2.918,0303047403
total,3,2.918,0303047403
studi,7,2.225,0303047403
effect,4,2.695,0303047403
method,3,2.918,0303047403
color,3,2.918,0303047403
unicycl,3,2.918,0303047403
indonesian,5,2.512,0303047403
applic,3,2.918,0303047403
skill,3,2.918,0303047403
kerja,3,2.918,0303047403
didik,3,2.918,0303047403
super,3,2.918,0303047403
hukum,3,2.918,0303047403
problem,3,2.918,0303047403
tingkat,3,2.918,0303047403
hasil,3,2.918,0303047403
protein,12,1.854,0007067103
ayam,8,2.222,0007067103
kampung,3,3.033,0007067103
protease,3,3.033,0007067103
tingkat,3,3.033,0007067103
karakterisasi,4,2.809,0007067103
hasil,4,2.809,0007067103
limbah,8,2.222,0007067103
kulit,9,2.116,0007067103
kimia,5,2.627,0007067103
kadar,3,3.033,0007067103
daging,6,2.473,0007067103
terna,3,3.033,0007067103
sapi,9,2.116,0007067103
magelang,4,2.809,0007067103
isoptericola,3,3.033,0007067103
a101,3,3.033,0007067103
isol,9,2.116,0007067103
indonesian,8,2.222,0007067103
tropic,3,3.033,0007067103
shrimp,4,2.809,0007067103
wast,4,2.809,0007067103
profil,3,3.033,0007067103
acid,6,2.473,0007067103
chicken,6,2.473,0007067103
physicochem,4,2.809,0007067103
properti,7,2.339,0007067103
gelatin,16,1.586,0007067103
extract,5,2.627,0007067103
skin,6,2.473,0007067103
pengaruh,6,2.473,0007067103
konsentrasi,4,2.809,0007067103
proses,6,2.473,0007067103
kualitas,15,1.646,0007067103
kerupuk,3,3.033,0007067103
bovin,3,3.033,0007067103
split,4,2.809,0007067103
hide,4,2.809,0007067103
cure,3,3.033,0007067103
farm,4,2.809,0007067103
identifikasi,5,2.627,0007067103
bahan,6,2.473,0007067103
rambak,5,2.627,0007067103
guna,4,2.809,0007067103
pupuk,7,2.339,0007067103
organik,4,2.809,0007067103
cair,8,2.222,0007067103
fermentasi,4,2.809,0007067103
urin,7,2.339,0007067103
kelinci,4,2.809,0007067103
industri,4,2.809,0007067103
tambah,10,2.021,0007067103
growth,4,2.809,0007067103
buah,3,3.033,0007067103
maja,3,3.033,0007067103
feses,3,3.033,0007067103
identif,6,2.473,0007067103
character,4,2.809,0007067103
amonia,4,2.809,0007067103
fisik,6,2.473,0007067103
produksi,5,2.627,0007067103
basa,3,3.033,0007067103
polymeras,4,2.809,0007067103
chain,8,2.222,0007067103
reaction,6,2.473,0007067103
