word,df,idf,nidn
ikan,5,2.383,0023018104
buat,7,2.095,0023018104
windu,4,2.565,0023018104
penaeus,4,2.565,0023018104
monodon,5,2.383,0023018104
tambah,3,2.788,0023018104
ampas,7,2.095,0023018104
tahu,7,2.095,0023018104
cacing,6,2.228,0023018104
sutera,3,2.788,0023018104
tubifex,7,2.095,0023018104
efisiensi,5,2.383,0023018104
manfaat,9,1.872,0023018104
lele,8,1.977,0023018104
dumbo,3,2.788,0023018104
clarias,6,2.228,0023018104
gariepinus,3,2.788,0023018104
fed,3,2.788,0023018104
performa,5,2.383,0023018104
bagai,3,2.788,0023018104
limbah,5,2.383,0023018104
industri,3,2.788,0023018104
benih,3,2.788,0023018104
tingkat,7,2.095,0023018104
beku,4,2.565,0023018104
awet,3,2.788,0023018104
langsung,3,2.788,0023018104
hidup,3,2.788,0023018104
rumput,3,2.788,0023018104
laut,3,2.788,0023018104
vaname,3,2.788,0023018104
rate,7,2.095,0023018104
gariepenus,3,2.788,0023018104
hasil,3,2.788,0023018104
pupuk,4,2.565,0023018104
surviv,7,2.095,0023018104
tilapia,3,2.788,0023018104
oreochromi,3,2.788,0023018104
organ,3,2.788,0023018104
fertil,3,2.788,0023018104
probiot,5,2.383,0023018104
bacteria,5,2.383,0023018104
ferment,6,2.228,0023018104
feed,8,1.977,0023018104
wast,4,2.565,0023018104
burung,4,2.565,0023018104
puyuh,4,2.565,0023018104
perform,5,2.383,0023018104
system,3,2.788,0023018104
roti,5,2.383,0023018104
afkir,5,2.383,0023018104
lemna,4,2.565,0023018104
time,3,2.788,0023018104
qualiti,4,2.565,0023018104
shrimp,3,2.788,0023018104
meal,3,2.788,0023018104
perspect,3,1.981,0026066003
islam,3,1.981,0026066003
monetari,4,1.758,0026066003
polici,6,1.421,0026066003
indonesia,14,0.659,0026066003
ekonomi,8,1.17,0026066003
nasional,4,1.758,0026066003
terbit,4,1.758,0026066003
mitra,4,1.758,0026066003
wacana,4,1.758,0026066003
media,4,1.758,0026066003
isbn,4,1.758,0026066003
jakarta,4,1.758,0026066003
uang,6,1.421,0026066003
bank,5,1.576,0026066003
strategi,3,1.981,0026066003
kti,3,1.981,0026066003
financi,3,1.981,0026066003
global,5,1.576,0026066003
econom,4,1.758,0026066003
crisi,3,1.981,0026066003
indonesian,4,1.758,0026066003
manag,3,1.981,0026066003
effect,20,1.421,0001056105
compost,5,2.674,0001056105
oil,9,2.163,0001056105
palm,9,2.163,0001056105
industri,3,3.08,0001056105
wast,5,2.674,0001056105
develop,6,2.52,0001056105
process,5,2.674,0001056105
use,11,1.981,0001056105
yield,3,3.08,0001056105
product,7,2.386,0001056105
oxid,3,3.08,0001056105
composit,4,2.856,0001056105
materi,4,2.856,0001056105
produc,4,2.856,0001056105
minyak,3,3.08,0001056105
studi,5,2.674,0001056105
extract,5,2.674,0001056105
carbon,5,2.674,0001056105
acid,6,2.52,0001056105
water,5,2.674,0001056105
solut,4,2.856,0001056105
improv,4,2.856,0001056105
interact,5,2.674,0001056105
rice,6,2.52,0001056105
husk,6,2.52,0001056105
system,5,2.674,0001056105
adsorpt,3,3.08,0001056105
formaldehyd,3,3.08,0001056105
nanoparticl,4,2.856,0001056105
activ,4,2.856,0001056105
synthesi,3,3.08,0001056105
perform,4,2.856,0001056105
strength,4,2.856,0001056105
fine,6,2.52,0001056105
grain,6,2.52,0001056105
mortar,6,2.52,0001056105
contain,4,2.856,0001056105
ash,6,2.52,0001056105
optim,3,3.08,0001056105
frequenc,3,3.08,0001056105
addit,4,2.856,0001056105
biooil,7,2.386,0001056105
qualiti,4,2.856,0001056105
copyrolysi,7,2.386,0001056105
corn,5,2.674,0001056105
cob,5,2.674,0001056105
polypropylen,6,2.52,0001056105
child,3,3.08,0001056105
betain,5,2.674,0001056105
deep,4,2.856,0001056105
eutect,4,2.856,0001056105
solvent,5,2.674,0001056105
pyrogallol,5,2.674,0001056105
antioxid,4,2.856,0001056105
biodiesel,5,2.674,0001056105
hydrogen,3,3.08,0001056105
fraction,3,3.08,0001056105
biofuel,3,3.08,0001056105
rate,4,2.856,0001056105
reaction,4,2.856,0001056105
methyl,3,3.08,0001056105
linol,3,3.08,0001056105
characterist,3,3.08,0001056105
nonoxygen,3,3.08,0001056105
five,3,1.322,0013088501
dimension,4,1.099,0013088501
extra,3,1.322,0013088501
dimens,3,1.322,0013088501
nonminim,8,0.511,0013088501
deriv,7,0.629,0013088501
coupl,8,0.511,0013088501
scalar,6,0.762,0013088501
field,8,0.511,0013088501
cosmolog,6,0.762,0013088501
analysi,3,1.322,0013088501
model,5,0.916,0013088501
mechan,5,1.705,0027117003
analysi,4,1.887,0027117003
nanoparticlerich,4,1.887,0027117003
diesel,7,1.417,0027117003
exhaust,5,1.705,0027117003
liver,5,1.705,0027117003
damag,3,2.11,0027117003
rat,3,2.11,0027117003
mouse,3,2.11,0027117003
may,3,2.11,0027117003
effect,9,1.194,0027117003
hepat,3,2.11,0027117003
peroxisom,3,2.11,0027117003
receptor,3,2.11,0027117003
level,3,2.11,0027117003
studi,3,2.11,0027117003
indonesia,5,1.705,0027117003
vehicl,5,1.705,0027117003
associ,3,2.11,0027117003
particul,7,1.417,0027117003
matter,7,1.417,0027117003
pm2,3,2.11,0027117003
blood,4,1.887,0027117003
test,5,1.705,0027117003
jakarta,3,2.11,0027117003
exposur,6,1.551,0027117003
health,5,1.705,0027117003
worker,8,1.299,0027117003
subject,3,2.11,0027117003
respiratori,3,2.11,0027117003
among,5,1.705,0027117003
factori,4,1.887,0027117003
work,4,1.887,0027117003
fatigu,3,2.11,0027117003
stress,3,2.11,0027117003
concret,3,2.11,0027117003
lapor,5,1.504,0020096001
akhir,3,1.91,0020096001
teliti,5,1.504,0020096001
hukum,11,0.811,0020096001
tahun,4,1.686,0020096001
lindung,8,1.099,0020096001
privasi,9,0.993,0020096001
internasional,5,1.504,0020096001
kait,6,1.35,0020096001
indonesia,12,0.731,0020096001
atur,4,1.686,0020096001
data,16,0.463,0020096001
pribadi,6,1.35,0020096001
kredit,3,1.91,0020096001
intern,3,1.91,0020096001
atas,4,1.686,0020096001
cloud,4,1.686,0020096001
computing,3,1.91,0020096001
privaci,7,1.216,0020096001
person,4,1.686,0020096001
protect,6,1.35,0020096001
law,4,1.686,0020096001
regul,3,1.91,0020096001
2016,3,1.91,0020096001
efek,7,2.453,0002056206
ekspresi,5,2.741,0002056206
sel,22,1.397,0002056206
combin,13,1.894,0002056206
pentagamavunon0,3,3.146,0002056206
doxorubicin,20,1.488,0002056206
induc,6,2.587,0002056206
apoptosi,4,2.923,0002056206
cell,47,0.661,0002056206
cycl,5,2.741,0002056206
arrest,4,2.923,0002056206
inhibit,18,1.588,0002056206
metastasi,4,2.923,0002056206
breast,21,1.442,0002056206
cancer,23,1.355,0002056206
express,4,2.923,0002056206
ethanol,13,1.894,0002056206
extract,18,1.588,0002056206
skkd,4,2.923,0002056206
ekstrak,13,1.894,0002056206
etanolik,8,2.335,0002056206
brucea,3,3.146,0002056206
kanker,20,1.488,0002056206
payudara,18,1.588,0002056206
vitro,6,2.587,0002056206
leav,3,3.146,0002056206
awarawar,5,2.741,0002056206
ficu,10,2.135,0002056206
septica,10,2.135,0002056206
chemoprevent,3,3.146,0002056206
synthesi,3,3.146,0002056206
cytotox,17,1.642,0002056206
activ,15,1.76,0002056206
her2,5,2.741,0002056206
potensi,11,2.048,0002056206
hesperidin,3,3.146,0002056206
agen,5,2.741,0002056206
kokemoterapi,7,2.453,0002056206
doksorubisin,7,2.453,0002056206
lalu,8,2.335,0002056206
tingkat,3,3.146,0002056206
sitotoksik,6,2.587,0002056206
hambat,5,2.741,0002056206
migrasi,5,2.741,0002056206
4t1,21,1.442,0002056206
antikanker,4,2.923,0002056206
kombinasi,3,3.146,0002056206
metastasis,3,3.146,0002056206
mcf7,3,3.146,0002056206
studi,5,2.741,0002056206
mmp9,5,2.741,0002056206
temu,5,2.741,0002056206
kunci,4,2.923,0002056206
boesenbergia,8,2.335,0002056206
pandurata,8,2.335,0002056206
aktivitas,7,2.453,0002056206
mcf7her2,11,2.048,0002056206
senyawa,3,3.146,0002056206
antimetastasis,4,2.923,0002056206
hesperetin,3,3.146,0002056206
overekspresi,3,3.146,0002056206
biji,3,3.146,0002056206
melinjo,4,2.923,0002056206
gnetum,5,2.741,0002056206
gnemon,5,2.741,0002056206
siklus,3,3.146,0002056206
turun,3,3.146,0002056206
secang,3,3.146,0002056206
synergist,3,3.146,0002056206
curcuma,7,2.453,0002056206
xanthorrhiza,3,3.146,0002056206
migrat,8,2.335,0002056206
effect,11,2.048,0002056206
caesalpinia,8,2.335,0002056206
sappan,8,2.335,0002056206
burm,4,2.923,0002056206
tumor,6,2.587,0002056206
chok1,4,2.923,0002056206
enhanc,4,2.923,0002056206
cisplatin,3,3.146,0002056206
compound,4,2.923,0002056206
curcumin,12,1.968,0002056206
analog,5,2.741,0002056206
pentagamavunon1,3,3.146,0002056206
pgv1,3,3.146,0002056206
potenti,6,2.587,0002056206
antimetastat,6,2.587,0002056206
seed,3,3.146,0002056206
target,4,2.923,0002056206
enzym,4,2.923,0002056206
metabol,4,2.923,0002056206
suppress,6,2.587,0002056206
growth,4,2.923,0002056206
genistein,4,2.923,0002056206
increas,7,2.453,0002056206
deriv,5,2.741,0002056206
molecular,3,3.146,0002056206
dock,4,2.923,0002056206
pgb0f,3,3.146,0002056206
level,6,2.587,0002056206
pentagamaboronon0sorbitol,4,2.923,0002056206
roxb,4,2.923,0002056206
senesc,6,2.587,0002056206
reveal,4,2.923,0002056206
anticanc,4,2.923,0002056206
modul,3,3.146,0002056206
therapi,5,2.741,0002056206
toward,3,3.146,0002056206
pentagamaboronon0,4,2.923,0002056206
line,3,3.146,0002056206
metastat,5,2.741,0002056206
boron,3,3.146,0002056206
pgv0,3,3.146,0002056206
analisis,12,1.779,0023057103
spasial,3,2.958,0023057103
pantai,3,2.958,0023057103
parangtritis,4,2.734,0023057103
ass,3,2.958,0023057103
disast,3,2.958,0023057103
parangtr,3,2.958,0023057103
coastal,5,2.552,0023057103
area,12,1.779,0023057103
analysi,4,2.734,0023057103
build,3,2.958,0023057103
kurang,4,2.734,0023057103
risiko,5,2.552,0023057103
studi,8,2.147,0023057103
kasus,7,2.264,0023057103
utara,4,2.734,0023057103
jawa,4,2.734,0023057103
tengah,3,2.958,0023057103
potensi,6,2.398,0023057103
kembang,3,2.958,0023057103
wisata,3,2.958,0023057103
pulau,4,2.734,0023057103
kota,7,2.264,0023057103
kaji,5,2.552,0023057103
dasar,4,2.734,0023057103
yogyakarta,10,1.946,0023057103
desa,5,2.552,0023057103
camat,11,1.859,0023057103
kabupaten,14,1.636,0023057103
bencana,9,2.041,0023057103
indonesia,10,1.946,0023057103
tsunami,16,1.511,0023057103
bangun,5,2.552,0023057103
bas,5,2.552,0023057103
pacitan,3,2.958,0023057103
nilai,4,2.734,0023057103
banjir,6,2.398,0023057103
kalong,3,2.958,0023057103
lahan,7,2.264,0023057103
kawasan,9,2.041,0023057103
daerah,8,2.147,0023057103
alir,3,2.958,0023057103
sungai,8,2.147,0023057103
istimewa,4,2.734,0023057103
erosi,4,2.734,0023057103
gunungapi,3,2.958,0023057103
subdas,3,2.958,0023057103
vulner,3,2.958,0023057103
sesuai,6,2.398,0023057103
das,6,2.398,0023057103
land,3,2.958,0023057103
lingkung,3,2.958,0023057103
tanah,3,2.958,0023057103
longsor,3,2.958,0023057103
use,3,2.958,0023057103
southern,3,2.958,0023057103
central,4,2.734,0023057103
java,6,2.398,0023057103
model,5,2.552,0023057103
bahaya,3,2.958,0023057103
dampak,3,2.958,0023057103
pesisir,8,2.147,0023057103
wilayah,6,2.398,0023057103
karakteristik,4,2.734,0023057103
pariwisata,3,2.958,0023057103
tingkat,4,2.734,0023057103
case,3,2.958,0023057103
watersh,4,2.734,0023057103
fisik,3,2.958,0023057103
rawan,7,2.264,0023057103
rentan,6,2.398,0023057103
soil,3,2.958,0023057103
carbon,3,2.958,0023057103
eros,3,2.958,0023057103
evaluasi,4,2.734,0023057103
human,3,2.958,0023057103
volcan,3,2.958,0023057103
mukim,3,2.958,0023057103
risk,4,2.734,0023057103
kelola,5,2.552,0023057103
base,5,2.552,0023057103
jepara,3,2.958,0023057103
rumen,7,2.125,0010116907
bacteria,9,1.902,0010116907
isol,7,2.125,0010116907
cattl,4,2.595,0010116907
potensi,7,2.125,0010116907
crude,4,2.595,0010116907
spirulina,8,2.007,0010116907
protein,12,1.64,0010116907
ayam,15,1.432,0010116907
potenc,6,2.259,0010116907
lay,4,2.595,0010116907
hen,4,2.595,0010116907
konversi,4,2.595,0010116907
konsumsi,4,2.595,0010116907
pakan,16,1.371,0010116907
kandung,6,2.259,0010116907
kombinasi,3,2.818,0010116907
bekatul,6,2.259,0010116907
fermentasi,6,2.259,0010116907
selulolitik,7,2.125,0010116907
enterobacter,3,2.818,0010116907
cloacae,3,2.818,0010116907
ikan,5,2.413,0010116907
kasar,5,2.413,0010116907
tingkat,4,2.595,0010116907
kualitas,3,2.818,0010116907
cerna,3,2.818,0010116907
lemak,3,2.818,0010116907
bahan,3,2.818,0010116907
energi,3,2.818,0010116907
guna,4,2.595,0010116907
chicken,5,2.413,0010116907
infect,3,2.818,0010116907
avian,3,2.818,0010116907
influenza,3,2.818,0010116907
viru,3,2.818,0010116907
beri,7,2.125,0010116907
infeksi,9,1.902,0010116907
burung,3,2.818,0010116907
telur,9,1.902,0010116907
serat,3,2.818,0010116907
wpl,5,2.413,0010116907
pengaruh,7,2.125,0010116907
berat,4,2.595,0010116907
bakteri,8,2.007,0010116907
enterobact,4,2.595,0010116907
cloaca,3,2.818,0010116907
altern,4,2.595,0010116907
feed,9,1.902,0010116907
product,3,2.818,0010116907
cellulolyt,5,2.413,0010116907
activ,3,2.818,0010116907
bovin,6,2.259,0010116907
fluid,4,2.595,0010116907
wast,5,2.413,0010116907
indonesia,3,2.818,0010116907
effect,7,2.125,0010116907
addit,3,2.818,0010116907
limbah,4,2.595,0010116907
growth,7,2.125,0010116907
ongol,3,2.818,0010116907
tambah,4,2.595,0010116907
asam,3,2.818,0010116907
laktat,3,2.818,0010116907
lactobacillus,9,1.902,0010116907
casei,6,2.259,0010116907
daging,6,2.259,0010116907
perform,6,2.259,0010116907
cholesterol,5,2.413,0010116907
probiot,8,2.007,0010116907
supplement,4,2.595,0010116907
organ,5,2.413,0010116907
antibiot,4,2.595,0010116907
promot,4,2.595,0010116907
econom,3,2.818,0010116907
analysi,4,2.595,0010116907
quail,5,2.413,0010116907
lactic,4,2.595,0010116907
acid,6,2.259,0010116907
improv,5,2.413,0010116907
anim,3,2.818,0010116907
lactobacillu,5,2.413,0010116907
performa,4,2.595,0010116907
egg,3,2.818,0010116907
coturnix,3,2.818,0010116907
japonica,3,2.818,0010116907
spp,3,2.818,0010116907
lactococcus,3,2.818,0010116907
bifidobacterium,7,2.125,0010116907
probiotik,7,2.125,0010116907
escherichia,7,2.125,0010116907
coli,8,2.007,0010116907
acidophilus,5,2.413,0010116907
produksi,5,2.413,0010116907
analisis,3,2.818,0010116907
usaha,3,2.818,0010116907
enhanc,4,1.758,0018086704
bioremedi,7,1.288,0018086704
olah,4,1.758,0018086704
limbah,3,1.981,0018086704
model,3,1.981,0018086704
process,4,1.758,0018086704
system,4,1.758,0018086704
use,5,1.576,0018086704
case,3,1.981,0018086704
studi,4,1.758,0018086704
water,5,1.576,0018086704
integr,3,1.981,0018086704
indonesia,4,1.758,0018086704
soil,9,1.065,0018086704
oil,3,1.981,0018086704
contamin,8,1.17,0018086704
petroleum,3,1.981,0018086704
bandung,3,1.981,0018086704
ratio,3,1.981,0018086704
remedi,3,1.981,0018086704
antioxid,3,2.048,8849020016
supplement,7,1.355,8849020016
preeclampsia,9,1.131,8849020016
statu,6,1.488,8849020016
pregnant,13,0.795,8849020016
woman,11,0.949,8849020016
predict,3,2.048,8849020016
blood,3,2.048,8849020016
studi,5,1.642,8849020016
protein,3,2.048,8849020016
pregnanc,6,1.488,8849020016
matern,4,1.825,8849020016
plasma,3,2.048,8849020016
level,6,1.488,8849020016
serum,4,1.825,8849020016
patient,3,2.048,8849020016
zinc,5,1.642,8849020016
vitamin,4,1.825,8849020016
low,3,2.048,8849020016
neonat,3,2.048,8849020016
among,3,2.048,8849020016
iron,3,2.048,8849020016
micronutri,3,2.048,8849020016
first,3,2.048,8849020016
trimest,3,2.048,8849020016
sever,3,2.048,8849020016
correl,3,2.048,8849020016
preterm,3,2.048,8849020016
citra,3,2.89,0005076601
vector,3,2.89,0005076601
radar,21,1.186,0005076601
color,5,2.485,0005076601
retin,3,2.89,0005076601
imag,17,1.386,0005076601
use,16,1.443,0005076601
perform,4,2.667,0005076601
qualiti,4,2.667,0005076601
code,5,2.485,0005076601
compress,10,1.879,0005076601
sampl,7,2.197,0005076601
estim,6,2.331,0005076601
base,15,1.504,0005076601
system,9,1.974,0005076601
simul,3,2.89,0005076601
target,5,2.485,0005076601
rang,3,2.89,0005076601
detect,11,1.792,0005076601
radio,9,1.974,0005076601
improv,6,2.331,0005076601
match,3,2.89,0005076601
algorithm,5,2.485,0005076601
artifici,4,2.667,0005076601
circular,5,2.485,0005076601
reson,5,2.485,0005076601
waveguid,3,2.89,0005076601
analysi,5,2.485,0005076601
measur,6,2.331,0005076601
applic,3,2.89,0005076601
frequenc,5,2.485,0005076601
signal,5,2.485,0005076601
arriv,3,2.89,0005076601
sen,4,2.667,0005076601
spectrum,3,2.89,0005076601
gnu,6,2.331,0005076601
radiobas,3,2.89,0005076601
fmcw,5,2.485,0005076601
process,4,2.667,0005076601
matlab,3,2.89,0005076601
patch,3,2.89,0005076601
identif,3,2.89,0005076601
tuberculosi,4,2.667,0005076601
modul,3,2.89,0005076601
audio,3,2.89,0005076601
spar,3,2.89,0005076601
reconstruct,5,2.485,0005076601
approach,3,2.89,0005076601
method,5,2.485,0005076601
segment,3,2.89,0005076601
anisotrop,4,2.667,0005076601
dielectr,5,2.485,0005076601
design,3,2.89,0005076601
educ,3,2.89,0005076601
weather,4,2.667,0005076601
data,5,2.485,0005076601
magnet,4,2.667,0005076601
matrix,3,2.89,0005076601
internet,3,2.89,0005076601
transform,3,2.89,0005076601
case,3,2.89,0005076601
studi,3,2.89,0005076601
effect,8,2.107,0017095301
qualiti,3,2.918,0017095301
improv,5,2.512,0017095301
method,5,2.512,0017095301
rphplc,4,2.695,0017095301
analysi,10,1.906,0017095301
metode,3,2.918,0017095301
asam,3,2.918,0017095301
valid,4,2.695,0017095301
use,5,2.512,0017095301
liquid,5,2.512,0017095301
analisis,5,2.512,0017095301
kerja,8,2.107,0017095301
kantor,4,2.695,0017095301
pengaruh,7,2.225,0017095301
budaya,7,2.225,0017095301
organisasi,6,2.358,0017095301
tablet,3,2.918,0017095301
ancang,8,2.107,0017095301
buku,4,2.695,0017095301
teknik,3,2.918,0017095301
upaya,8,2.107,0017095301
surabaya,4,2.695,0017095301
guna,4,2.695,0017095301
kenal,6,2.358,0017095301
wisata,3,2.918,0017095301
bas,4,2.695,0017095301
tingkat,4,2.695,0017095301
lalu,3,2.918,0017095301
puas,3,2.918,0017095301
determin,4,2.695,0017095301
strategi,4,2.695,0017095301
high,3,2.918,0017095301
perform,9,2.001,0017095301
extract,3,2.918,0017095301
masyarakat,3,2.918,0017095301
learn,4,2.695,0017095301
manag,5,2.512,0017095301
educ,3,2.918,0017095301
soft,3,2.918,0017095301
studi,4,2.695,0017095301
base,4,2.695,0017095301
acid,3,2.918,0017095301
leadership,4,2.695,0017095301
organiz,5,2.512,0017095301
achiev,3,2.918,0017095301
teacher,4,2.695,0017095301
vocat,4,2.695,0017095301
school,4,2.695,0017095301
applic,4,2.695,0017095301
quantit,5,2.512,0017095301
inform,3,2.918,0017095301
system,4,2.695,0017095301
student,5,2.512,0017095301
employe,4,2.695,0017095301
influenc,3,2.918,0017095301
behavior,3,2.918,0017095301
optim,3,2.918,0017095301
product,5,2.512,0017095301
carmin,3,2.918,0017095301
rhodamin,3,2.918,0017095301
manajemen,3,2.918,0017095301
work,3,2.918,0017095301
respons,3,2.918,0017095301
surfac,3,2.918,0017095301
methodolog,3,2.918,0017095301
feed,6,1.768,0023026702
jerami,4,2.104,0023026702
jagung,4,2.104,0023026702
fermentasi,7,1.634,0023026702
level,5,1.922,0023026702
bahan,7,1.634,0023026702
pakan,10,1.316,0023026702
fisik,4,2.104,0023026702
efek,3,2.327,0023026702
pupuk,3,2.327,0023026702
kandang,3,2.327,0023026702
kaya,3,2.327,0023026702
fosfat,3,2.327,0023026702
alam,3,2.327,0023026702
manis,3,2.327,0023026702
lahan,3,2.327,0023026702
kering,7,1.634,0023026702
nutrisi,4,2.104,0023026702
lokal,3,2.327,0023026702
protein,6,1.768,0023026702
pengaruh,14,1.006,0023026702
vitro,3,2.327,0023026702
total,7,1.634,0023026702
bakteri,5,1.922,0023026702
simpan,7,1.634,0023026702
pelet,3,2.327,0023026702
calf,4,2.104,0023026702
starter,7,1.634,0023026702
tambah,7,1.634,0023026702
limbah,6,1.768,0023026702
kubis,3,2.327,0023026702
bagai,4,2.104,0023026702
olah,6,1.768,0023026702
kulit,3,2.327,0023026702
cerna,5,1.922,0023026702
organik,4,2.104,0023026702
kasar,3,2.327,0023026702
asam,4,2.104,0023026702
kualitas,6,1.768,0023026702
pellet,3,2.327,0023026702
effect,6,1.768,0023026702
konsumsi,3,2.327,0023026702
kambing,4,2.104,0023026702
organoleptik,5,1.922,0023026702
gram,3,2.327,0023026702
beda,4,2.104,0023026702
beri,9,1.411,0023026702
kandung,3,2.327,0023026702
tauge,3,2.327,0023026702
kacang,4,2.104,0023026702
ransum,3,2.327,0023026702
itik,3,2.327,0023026702
organ,3,2.327,0023026702
muntingia,4,2.104,0023026702
calabura,4,2.104,0023026702
lama,5,1.922,0023026702
ekstrak,6,1.768,0023026702
daun,6,1.768,0023026702
kersen,6,1.768,0023026702
tepung,4,2.104,0023026702
ikan,4,2.104,0023026702
rucah,4,2.104,0023026702
block,4,2.104,0023026702
financ,5,2.499,0701027104
risk,4,2.681,0701027104
islam,22,1.155,0701027104
microfin,4,2.681,0701027104
acacia,3,2.904,0701027104
nilotica,3,2.904,0701027104
savanna,3,2.904,0701027104
baluran,3,2.904,0701027104
nation,3,2.904,0701027104
park,3,2.904,0701027104
east,5,2.499,0701027104
java,5,2.499,0701027104
indonesia,24,1.072,0701027104
sosial,3,2.904,0701027104
pesantren,3,2.904,0701027104
pengaruh,14,1.582,0701027104
biaya,10,1.893,0701027104
variabel,5,2.499,0701027104
intervening,3,2.904,0701027104
bank,19,1.295,0701027104
umum,5,2.499,0701027104
syariah,22,1.155,0701027104
periode,10,1.893,0701027104
kerja,5,2.499,0701027104
profitabilitas,4,2.681,0701027104
financing,3,2.904,0701027104
deposit,3,2.904,0701027104
ratio,4,2.681,0701027104
return,8,2.093,0701027104
dana,5,2.499,0701027104
saham,14,1.582,0701027104
pasar,3,2.904,0701027104
modal,3,2.904,0701027104
surabaya,4,2.681,0701027104
studi,10,1.893,0701027104
kasus,4,2.681,0701027104
islamic,3,2.904,0701027104
social,3,2.904,0701027104
usaha,5,2.499,0701027104
zakat,3,2.904,0701027104
model,4,2.681,0701027104
hasil,3,2.904,0701027104
non,4,2.681,0701027104
bmt,3,2.904,0701027104
banding,3,2.904,0701027104
tingkat,4,2.681,0701027104
risiko,5,2.499,0701027104
mudharabah,3,2.904,0701027104
analisis,6,2.345,0701027104
micro,4,2.681,0701027104
commun,3,2.904,0701027104
dapat,3,2.904,0701027104
busi,8,2.093,0701027104
institut,3,2.904,0701027104
case,5,2.499,0701027104
differ,3,2.904,0701027104
liquid,4,2.681,0701027104
econom,4,2.681,0701027104
manag,4,2.681,0701027104
rakyat,3,2.904,0701027104
use,4,2.681,0701027104
financi,3,2.904,0701027104
index,4,2.681,0701027104
analysi,3,2.904,0701027104
impact,3,2.904,0701027104
daftar,3,2.904,0701027104
determinan,3,2.904,0701027104
price,3,2.904,0701027104
jakarta,3,2.904,0701027104
stock,3,2.904,0701027104
board,3,2.904,0701027104
school,3,2.904,0701027104
sakit,6,1.488,0027027513
molecular,3,2.048,0027027513
character,3,2.048,0027027513
viru,3,2.048,0027027513
indonesia,7,1.355,0027027513
bacteri,4,1.825,0027027513
java,4,1.825,0027027513
kendali,3,2.048,0027027513
deteksi,6,1.488,0027027513
pectobacterium,3,2.048,0027027513
sebab,3,2.048,0027027513
anggrek,3,2.048,0027027513
citru,3,2.048,0027027513
bakteri,5,1.642,0027027513
tumbuh,3,2.048,0027027513
bawa,3,2.048,0027027513
benih,3,2.048,0027027513
detect,3,2.048,0027027513
diseas,3,2.048,0027027513
subsp,3,2.048,0027027513
resist,3,2.048,0027027513
rice,3,2.048,0027027513
blood,5,2.179,0016117204
cell,5,2.179,0016117204
respons,4,2.361,0016117204
implant,16,1.137,0016117204
heart,4,2.361,0016117204
diseas,4,2.361,0016117204
dog,4,2.361,0016117204
earli,3,2.584,0016117204
echocardiographi,4,2.361,0016117204
use,3,2.584,0016117204
imag,3,2.584,0016117204
evalu,4,2.361,0016117204
bone,8,1.773,0016117204
sheep,5,2.179,0016117204
indonesian,3,2.584,0016117204
vivo,8,1.773,0016117204
studi,6,2.024,0016117204
anim,5,2.179,0016117204
model,5,2.179,0016117204
peripher,3,2.584,0016117204
mouse,5,2.179,0016117204
iron,5,2.179,0016117204
base,4,2.361,0016117204
materi,7,1.891,0016117204
foreign,4,2.361,0016117204
bodi,4,2.361,0016117204
degrad,4,2.361,0016117204
composit,5,2.179,0016117204
metal,4,2.361,0016117204
biodegrad,5,2.179,0016117204
domest,3,2.584,0016117204
profil,5,2.179,0016117204
rabbit,3,2.584,0016117204
ass,4,2.361,0016117204
vitro,3,2.584,0016117204
rat,4,2.361,0016117204
inflammatori,4,2.361,0016117204
weed,6,2.385,0005015905
tanam,20,1.286,0005015905
respons,8,2.134,0005015905
benih,3,2.944,0005015905
bagai,6,2.385,0005015905
konsentrasi,4,2.721,0005015905
resist,8,2.134,0005015905
evalu,3,2.944,0005015905
herbicid,5,2.539,0005015905
popul,5,2.539,0005015905
dosis,4,2.721,0005015905
biotip,5,2.539,0005015905
eleusine,15,1.558,0005015905
indica,22,1.195,0005015905
glifosat,10,1.933,0005015905
parakuat,7,2.251,0005015905
pengaruh,11,1.846,0005015905
waktu,4,2.721,0005015905
tumbuh,22,1.195,0005015905
produksi,11,1.846,0005015905
beberapa,9,2.028,0005015905
varietas,6,2.385,0005015905
sorgum,4,2.721,0005015905
bicolor,3,2.944,0005015905
moench,3,2.944,0005015905
eleusin,7,2.251,0005015905
oil,7,2.251,0005015905
palm,7,2.251,0005015905
glyphos,3,2.944,0005015905
hasil,4,2.721,0005015905
ubi,3,2.944,0005015905
jalar,3,2.944,0005015905
jarak,3,2.944,0005015905
uji,4,2.721,0005015905
herbisida,5,2.539,0005015905
jagung,9,2.028,0005015905
beri,4,2.721,0005015905
pupuk,3,2.944,0005015905
npk,3,2.944,0005015905
zea,6,2.385,0005015905
mays,4,2.721,0005015905
tanah,5,2.539,0005015905
kendali,5,2.539,0005015905
gulma,12,1.766,0005015905
dalam,3,2.944,0005015905
resistenparakuat,3,2.944,0005015905
kebun,8,2.134,0005015905
kelapa,6,2.385,0005015905
sawit,6,2.385,0005015905
gaertn,9,2.028,0005015905
rumput,4,2.721,0005015905
belulang,3,2.944,0005015905
identifikasi,4,2.721,0005015905
periode,3,2.944,0005015905
kritis,3,2.944,0005015905
sorghum,3,2.944,0005015905
resisten,3,2.944,0005015905
lahan,3,2.944,0005015905
kabupaten,6,2.385,0005015905
indaziflam,4,2.721,0005015905
upland,3,2.944,0005015905
rice,3,2.944,0005015905
sebar,3,2.944,0005015905
